order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_000037,2,PROD_000329,SELL_000033,2024-07-17,35.91,7.63
ORD_000037,3,PROD_000084,SELL_000004,2024-12-24,108.81,31.76
ORD_000037,4,PROD_000282,SELL_000038,2024-11-15,306.15,48.11
ORD_000038,1,PROD_000046,SELL_000018,2024-01-18,469.8,14.44
ORD_000039,1,PROD_000417,SELL_000008,2024-05-04,62.4,36.04
ORD_000039,2,PROD_000383,SELL_000007,2024-10-29,413.09,39.29
ORD_000039,3,PROD_000285,SELL_000027,2024-01-25,392.53,9.72
ORD_000039,4,PROD_000323,SELL_000049,2024-07-18,443.21,12.0
ORD_000040,1,PROD_000351,SELL_000046,2024-11-12,489.11,49.58
ORD_000040,2,PROD_000370,SELL_000033,2024-05-13,58.28,34.16
ORD_000040,3,PROD_000433,SELL_000041,2024-08-27,412.52,19.79
ORD_000041,1,PROD_000472,SELL_000001,2024-11-18,69.04,14.27
ORD_000041,2,PROD_000225,SELL_000022,2024-04-25,175.47,12.45
ORD_000041,3,PROD_000062,SELL_000002,2024-08-30,462.09,30.12
ORD_000042,1,PROD_000268,SELL_000048,2024-01-03,241.12,40.07
ORD_000042,2,PROD_000307,SELL_000049,2024-01-30,360.38,26.06
ORD_000042,3,PROD_000485,SELL_000027,2024-02-25,219.11,29.86
ORD_000042,4,PROD_000263,SELL_000008,2024-11-12,240.29,42.57
ORD_000043,1,PROD_000458,SELL_000013,2024-12-13,301.9,39.12
ORD_000043,2,PROD_000325,SELL_000025,2024-05-09,245.75,39.87
ORD_000044,1,PROD_000102,SELL_000032,2024-06-23,420.38,6.81
ORD_000044,2,PROD_000450,SELL_000027,2024-10-14,433.01,45.49
ORD_000044,3,PROD_000004,SELL_000012,2024-05-27,278.04,35.32
ORD_000044,4,PROD_000367,SELL_000036,2024-07-07,394.35,25.95
ORD_000044,5,PROD_000497,SELL_000033,2024-01-18,17.22,34.31
ORD_000045,1,PROD_000100,SELL_000050,2024-03-11,114.51,22.79
ORD_000045,2,PROD_000096,SELL_000011,2024-03-04,201.44,6.71
ORD_000045,3,PROD_000197,SELL_000039,2024-12-09,384.07,29.82
ORD_000046,1,PROD_000133,SELL_000026,2024-12-08,241.36,22.5
ORD_000046,2,PROD_000227,SELL_000044,2024-12-16,184.69,24.66
ORD_000046,3,PROD_000354,SELL_000008,2024-05-06,293.25,49.21
ORD_000046,4,PROD_000477,SELL_000024,2024-12-23,376.8,44.49
ORD_000047,1,PROD_000046,SELL_000021,2024-01-30,370.54,42.74
ORD_000047,2,PROD_000459,SELL_000020,2024-03-16,200.31,5.2
ORD_000048,1,PROD_000112,SELL_000013,2024-07-06,32.75,47.35
ORD_000049,1,PROD_000393,SELL_000017,2024-03-22,148.21,14.53
ORD_000049,2,PROD_000384,SELL_000045,2024-02-28,313.8,43.96
ORD_000049,3,PROD_000296,SELL_000009,2024-05-28,275.5,18.18
ORD_000049,4,PROD_000034,SELL_000015,2024-01-14,15.01,46.08
ORD_000049,5,PROD_000379,SELL_000028,2024-11-04,406.59,8.36
ORD_000050,1,PROD_000162,SELL_000015,2024-01-25,82.21,21.57
ORD_000051,1,PROD_000194,SELL_000031,2024-07-06,384.19,37.14
ORD_000052,1,PROD_000358,SELL_000019,2024-07-26,359.33,16.03
ORD_000052,2,PROD_000342,SELL_000040,2024-06-18,124.01,29.75
ORD_000052,3,PROD_000048,SELL_000001,2024-06-16,18.37,10.33
ORD_000052,4,PROD_000390,SELL_000018,2024-09-13,216.1,39.59
ORD_000053,1,PROD_000252,SELL_000033,2024-10-27,395.75,43.5
ORD_000053,2,PROD_000063,SELL_000021,2024-08-30,130.92,20.16
ORD_000054,1,PROD_000071,SELL_000035,2024-02-10,453.86,45.84
ORD_000055,1,PROD_000414,SELL_000007,2024-03-10,124.76,21.75
ORD_000055,2,PROD_000289,SELL_000032,2024-09-17,58.25,21.3
ORD_000055,3,PROD_000080,SELL_000025,2024-11-24,32.35,35.22
ORD_000056,1,PROD_000237,SELL_000011,2024-04-27,369.83,5.85
ORD_000056,2,PROD_000152,SELL_000019,2024-08-11,381.61,42.92
ORD_000056,3,PROD_000190,SELL_000050,2024-05-24,217.2,25.82
ORD_000056,4,PROD_000073,SELL_000003,2024-07-03,41.68,9.58
ORD_000056,5,PROD_000236,SELL_000014,2024-02-02,415.19,25.87
ORD_000057,1,PROD_000197,SELL_000017,2024-11-30,245.54,49.77
ORD_000057,2,PROD_000386,SELL_000015,2024-09-04,335.64,7.75
ORD_000057,3,PROD_000051,SELL_000032,2024-06-12,160.38,15.27
ORD_000058,1,PROD_000398,SELL_000012,2024-08-15,155.29,8.28
ORD_000059,1,PROD_000258,SELL_000021,2024-12-28,234.92,13.15
ORD_000059,2,PROD_000026,SELL_000011,2024-10-16,94.65,16.68
ORD_000059,3,PROD_000385,SELL_000026,2024-12-17,268.76,49.16
ORD_000060,1,PROD_000096,SELL_000036,2024-09-22,418.61,49.87
ORD_000060,2,PROD_000230,SELL_000027,2024-08-08,132.83,5.46
ORD_000060,3,PROD_000335,SELL_000025,2024-12-16,111.37,26.52
ORD_000060,4,PROD_000035,SELL_000046,2024-04-16,472.11,14.37
ORD_000061,1,PROD_000496,SELL_000026,2024-09-01,214.61,11.23
ORD_000061,2,PROD_000310,SELL_000009,2024-04-22,447.63,24.41
ORD_000061,3,PROD_000259,SELL_000031,2024-11-07,35.54,45.32
ORD_000061,4,PROD_000356,SELL_000002,2024-05-15,263.34,47.13
ORD_000061,5,PROD_000202,SELL_000038,2024-12-14,124.54,7.59
ORD_000062,1,PROD_000400,SELL_000024,2024-05-01,137.26,20.61
ORD_000062,2,PROD_000014,SELL_000044,2024-09-26,472.36,32.18
ORD_000062,3,PROD_000075,SELL_000031,2024-04-13,293.08,38.4
ORD_000063,1,PROD_000306,SELL_000029,2024-08-08,476.26,39.94
ORD_000063,2,PROD_000161,SELL_000013,2024-12-16,331.56,19.48
ORD_000063,3,PROD_000231,SELL_000004,2024-08-31,255.09,44.68
ORD_000064,1,PROD_000364,SELL_000022,2024-06-26,134.8,24.64
ORD_000064,2,PROD_000040,SELL_000038,2024-12-27,432.7,15.86
ORD_000064,3,PROD_000401,SELL_000034,2024-05-13,82.11,13.14
ORD_000064,4,PROD_000108,SELL_000026,2024-03-08,233.17,14.28
ORD_000065,1,PROD_000362,SELL_000012,2024-03-31,472.41,11.63
ORD_000066,1,PROD_000055,SELL_000049,2024-02-09,419.6,42.36
ORD_000067,1,PROD_000219,SELL_000039,2024-03-03,484.67,9.8
ORD_000067,2,PROD_000085,SELL_000004,2024-05-31,87.23,44.74
ORD_000067,3,PROD_000191,SELL_000008,2024-05-28,141.42,29.86
ORD_000067,4,PROD_000296,SELL_000036,2024-04-30,25.87,12.91
ORD_000068,1,PROD_000428,SELL_000028,2024-10-24,13.85,31.3
ORD_000069,1,PROD_000096,SELL_000002,2024-04-03,375.97,49.77
ORD_000069,2,PROD_000292,SELL_000036,2024-01-09,56.87,49.07
ORD_000070,1,PROD_000095,SELL_000044,2024-07-23,141.63,42.3
ORD_000070,2,PROD_000032,SELL_000028,2024-10-07,22.38,8.22
ORD_000070,3,PROD_000238,SELL_000049,2024-01-11,461.58,41.28
ORD_000071,1,PROD_000205,SELL_000013,2024-08-17,444.68,6.77
ORD_000072,1,PROD_000351,SELL_000001,2024-01-18,152.69,13.92
ORD_000072,2,PROD_000095,SELL_000027,2024-08-23,99.93,46.26
ORD_000072,3,PROD_000193,SELL_000037,2024-04-25,427.88,43.84
ORD_000073,1,PROD_000082,SELL_000037,2024-05-23,393.43,24.5
ORD_000073,2,PROD_000124,SELL_000036,2024-01-04,274.57,48.11
ORD_000073,3,PROD_000017,SELL_000048,2024-07-23,380.55,19.63
ORD_000073,4,PROD_000032,SELL_000011,2024-06-29,311.73,32.57
ORD_000074,1,PROD_000167,SELL_000007,2024-12-24,305.78,38.22
ORD_000074,2,PROD_000116,SELL_000009,2024-08-25,353.35,49.61
ORD_000074,3,PROD_000253,SELL_000012,2024-10-04,431.98,12.2
ORD_000074,4,PROD_000294,SELL_000008,2024-07-18,118.88,34.35
ORD_000074,5,PROD_000153,SELL_000050,2024-10-16,410.38,7.68
ORD_000075,1,PROD_000368,SELL_000027,2024-08-20,203.62,19.9
ORD_000075,2,PROD_000088,SELL_000030,2024-03-27,280.95,18.67
ORD_000075,3,PROD_000106,SELL_000038,2024-09-08,139.74,38.7
ORD_000075,4,PROD_000301,SELL_000024,2024-01-13,231.8,5.03
ORD_000076,1,PROD_000223,SELL_000020,2024-01-03,215.16,27.28
ORD_000076,2,PROD_000187,SELL_000049,2024-07-31,424.78,5.98
ORD_000076,3,PROD_000023,SELL_000035,2024-01-07,335.9,46.51
ORD_000076,4,PROD_000290,SELL_000011,2024-11-01,32.76,13.38
ORD_000076,5,PROD_000040,SELL_000024,2024-06-03,442.24,15.72
ORD_000077,1,PROD_000144,SELL_000017,2024-10-05,290.49,6.56
ORD_000078,1,PROD_000089,SELL_000011,2024-06-28,478.99,16.13
ORD_000078,2,PROD_000089,SELL_000001,2024-03-27,129.89,8.03
ORD_000079,1,PROD_000415,SELL_000024,2024-11-30,404.63,20.48
ORD_000079,2,PROD_000499,SELL_000004,2024-02-29,312.91,37.82
ORD_000080,1,PROD_000146,SELL_000022,2024-12-16,449.76,15.17
ORD_000080,2,PROD_000208,SELL_000038,2024-09-16,408.45,41.38
ORD_000080,3,PROD_000146,SELL_000045,2024-04-17,315.65,38.98
ORD_000081,1,PROD_000099,SELL_000011,2024-05-31,426.4,22.74
ORD_000081,2,PROD_000084,SELL_000038,2024-08-07,74.81,41.53
ORD_000082,1,PROD_000178,SELL_000037,2024-10-03,499.91,15.37
ORD_000083,1,PROD_000426,SELL_000018,2024-05-19,54.33,44.59
ORD_000083,2,PROD_000030,SELL_000029,2024-06-20,378.16,22.68
ORD_000084,1,PROD_000308,SELL_000040,2024-03-10,476.18,10.31
ORD_000084,2,PROD_000125,SELL_000032,2024-07-25,107.06,26.65
ORD_000084,3,PROD_000159,SELL_000038,2024-07-10,146.15,7.95
ORD_000084,4,PROD_000008,SELL_000025,2024-04-04,301.7,44.01
ORD_000084,5,PROD_000329,SELL_000006,2024-10-17,109.54,25.17
ORD_000085,1,PROD_000408,SELL_000007,2024-10-28,74.9,22.8
ORD_000085,2,PROD_000039,SELL_000045,2024-04-28,58.94,21.76
ORD_000085,3,PROD_000370,SELL_000026,2024-03-07,472.64,43.47
ORD_000085,4,PROD_000141,SELL_000031,2024-06-13,84.06,43.39
ORD_000085,5,PROD_000323,SELL_000026,2024-05-09,197.72,45.38
ORD_000086,1,PROD_000360,SELL_000002,2024-11-14,218.6,25.19
ORD_000086,2,PROD_000393,SELL_000015,2024-01-15,12.21,31.69
ORD_000087,1,PROD_000463,SELL_000018,2024-06-11,438.53,17.17
ORD_000087,2,PROD_000098,SELL_000011,2024-12-28,61.89,20.92
ORD_000087,3,PROD_000118,SELL_000022,2024-07-01,14.87,9.23
ORD_000087,4,PROD_000108,SELL_000047,2024-03-13,59.18,33.79
ORD_000087,5,PROD_000154,SELL_000016,2024-12-08,422.24,28.28
ORD_000088,1,PROD_000249,SELL_000038,2024-08-25,322.48,16.74
ORD_000088,2,PROD_000310,SELL_000009,2024-07-11,349.29,16.31
ORD_000088,3,PROD_000068,SELL_000010,2024-02-18,255.84,15.63
ORD_000088,4,PROD_000420,SELL_000017,2024-11-18,400.97,19.46
ORD_000089,1,PROD_000406,SELL_000008,2024-10-30,98.36,46.75
ORD_000089,2,PROD_000004,SELL_000020,2024-10-05,246.72,6.87
ORD_000089,3,PROD_000253,SELL_000041,2024-07-15,416.46,13.92
ORD_000089,4,PROD_000107,SELL_000016,2024-03-29,298.57,49.38
ORD_000089,5,PROD_000221,SELL_000023,2024-02-19,185.4,32.79
ORD_000090,1,PROD_000085,SELL_000022,2024-08-28,361.04,34.95
ORD_000091,1,PROD_000141,SELL_000004,2024-09-24,173.44,27.66
ORD_000091,2,PROD_000402,SELL_000023,2024-09-27,269.9,42.33
ORD_000091,3,PROD_000278,SELL_000011,2024-06-14,352.74,36.98
ORD_000091,4,PROD_000245,SELL_000009,2024-07-27,396.38,5.81
ORD_000092,1,PROD_000137,SELL_000026,2024-09-04,71.41,31.3
ORD_000092,2,PROD_000087,SELL_000024,2024-06-06,462.75,43.8
ORD_000092,3,PROD_000327,SELL_000021,2024-07-11,49.28,31.35
ORD_000092,4,PROD_000087,SELL_000036,2024-03-23,94.58,44.13
ORD_000092,5,PROD_000005,SELL_000049,2024-02-25,271.31,20.87
ORD_000093,1,PROD_000087,SELL_000049,2024-06-03,229.14,29.86
ORD_000093,2,PROD_000097,SELL_000038,2024-05-09,441.6,34.08
ORD_000093,3,PROD_000047,SELL_000011,2024-03-25,130.39,17.31
ORD_000093,4,PROD_000148,SELL_000037,2024-10-21,95.75,5.52
ORD_000094,1,PROD_000311,SELL_000045,2024-12-02,214.58,12.66
ORD_000095,1,PROD_000021,SELL_000009,2024-07-29,205.27,16.8
ORD_000095,2,PROD_000426,SELL_000022,2024-01-28,481.81,21.26
ORD_000095,3,PROD_000100,SELL_000012,2024-02-05,243.83,17.83
ORD_000095,4,PROD_000021,SELL_000002,2024-04-29,311.12,7.25
ORD_000096,1,PROD_000295,SELL_000015,2024-05-06,191.66,14.04
ORD_000097,1,PROD_000091,SELL_000009,2024-03-24,155.96,25.87
ORD_000097,2,PROD_000045,SELL_000038,2024-04-24,197.34,5.26
ORD_000097,3,PROD_000024,SELL_000027,2024-01-12,466.56,11.46
ORD_000097,4,PROD_000249,SELL_000043,2024-01-21,166.98,17.64
ORD_000097,5,PROD_000057,SELL_000044,2024-08-03,417.17,7.47
ORD_000098,1,PROD_000446,SELL_000009,2024-07-20,147.88,36.89
ORD_000098,2,PROD_000366,SELL_000023,2024-01-07,17.22,19.65
ORD_000098,3,PROD_000238,SELL_000012,2024-04-13,142.97,9.06
ORD_000098,4,PROD_000423,SELL_000028,2024-12-04,81.84,15.03
ORD_000099,1,PROD_000106,SELL_000013,2024-07-30,66.19,33.93
ORD_000100,1,PROD_000133,SELL_000019,2024-12-31,55.65,24.59
ORD_000100,2,PROD_000071,SELL_000013,2024-02-21,200.65,17.42
ORD_000100,3,PROD_000419,SELL_000019,2024-03-01,458.54,13.85
ORD_000100,4,PROD_000092,SELL_000030,2024-08-29,332.66,22.48
ORD_000100,5,PROD_000186,SELL_000031,2024-08-04,448.2,38.84
ORD_000101,1,PROD_000440,SELL_000045,2024-04-17,397.12,32.2
ORD_000101,2,PROD_000093,SELL_000040,2024-01-25,411.21,44.6
ORD_000101,3,PROD_000415,SELL_000005,2024-08-31,170.62,20.31
ORD_000101,4,PROD_000262,SELL_000036,2024-08-14,19.69,8.89
ORD_000102,1,PROD_000318,SELL_000040,2024-10-17,102.5,18.49
ORD_000102,2,PROD_000094,SELL_000003,2024-03-28,150.65,14.86
ORD_000102,3,PROD_000158,SELL_000018,2024-05-17,48.11,27.33
ORD_000102,4,PROD_000113,SELL_000018,2024-06-26,219.92,20.09
ORD_000103,1,PROD_000257,SELL_000025,2024-10-21,135.21,30.66
ORD_000103,2,PROD_000006,SELL_000011,2024-07-03,438.33,39.77
ORD_000104,1,PROD_000382,SELL_000015,2024-07-13,422.61,11.16
ORD_000104,2,PROD_000287,SELL_000037,2024-01-23,147.63,26.04
ORD_000104,3,PROD_000102,SELL_000034,2024-08-11,369.63,16.98
ORD_000105,1,PROD_000491,SELL_000001,2024-11-01,176.06,27.54
ORD_000106,1,PROD_000321,SELL_000021,2024-09-04,373.54,17.06
ORD_000106,2,PROD_000047,SELL_000026,2024-05-23,124.88,40.11
ORD_000106,3,PROD_000309,SELL_000002,2024-01-18,294.96,14.92
ORD_000107,1,PROD_000040,SELL_000017,2024-12-11,219.4,18.71
ORD_000107,2,PROD_000434,SELL_000042,2024-11-22,211.18,9.22
ORD_000107,3,PROD_000114,SELL_000030,2024-09-16,478.53,28.51
ORD_000107,4,PROD_000142,SELL_000014,2024-08-23,35.1,37.75
ORD_000107,5,PROD_000043,SELL_000035,2024-08-20,423.19,48.34
ORD_000108,1,PROD_000450,SELL_000027,2024-05-12,449.09,43.21
ORD_000108,2,PROD_000068,SELL_000044,2024-07-18,379.96,23.19
ORD_000108,3,PROD_000474,SELL_000005,2024-07-08,332.97,44.7
ORD_000109,1,PROD_000266,SELL_000024,2024-09-22,375.81,30.71
ORD_000110,1,PROD_000077,SELL_000029,2024-09-01,463.01,12.51
ORD_000111,1,PROD_000006,SELL_000050,2024-09-22,160.95,6.85
ORD_000112,1,PROD_000333,SELL_000036,2024-07-17,20.01,48.93
ORD_000112,2,PROD_000187,SELL_000027,2024-08-08,26.3,45.47
ORD_000112,3,PROD_000117,SELL_000046,2024-05-07,227.66,46.17
ORD_000112,4,PROD_000304,SELL_000033,2024-05-06,113.52,22.84
ORD_000113,1,PROD_000341,SELL_000014,2024-01-13,410.54,26.2
ORD_000113,2,PROD_000406,SELL_000008,2024-10-08,467.18,13.24
ORD_000113,3,PROD_000094,SELL_000027,2024-07-30,445.05,26.39
ORD_000113,4,PROD_000295,SELL_000042,2024-05-24,390.29,32.64
ORD_000114,1,PROD_000232,SELL_000033,2024-11-28,258.46,19.81
ORD_000114,2,PROD_000258,SELL_000049,2024-06-18,341.36,41.38
ORD_000114,3,PROD_000024,SELL_000025,2024-08-30,378.2,30.77
ORD_000114,4,PROD_000105,SELL_000020,2024-12-15,408.47,36.34
ORD_000114,5,PROD_000356,SELL_000040,2024-09-15,380.41,49.43
ORD_000115,1,PROD_000380,SELL_000021,2024-11-23,168.1,5.99
ORD_000116,1,PROD_000293,SELL_000009,2024-03-13,415.93,36.25
ORD_000116,2,PROD_000031,SELL_000017,2024-11-28,429.66,24.02
ORD_000116,3,PROD_000359,SELL_000049,2024-02-10,277.08,23.07
ORD_000117,1,PROD_000016,SELL_000027,2024-07-20,110.91,42.75
ORD_000117,2,PROD_000391,SELL_000005,2024-07-25,383.87,31.0
ORD_000117,3,PROD_000493,SELL_000044,2024-01-09,242.54,47.46
ORD_000117,4,PROD_000298,SELL_000038,2024-04-01,385.7,27.9
ORD_000118,1,PROD_000042,SELL_000044,2024-10-18,410.04,46.87
ORD_000118,2,PROD_000252,SELL_000008,2024-10-15,85.42,36.61
ORD_000118,3,PROD_000495,SELL_000050,2024-04-15,388.58,15.5
ORD_000118,4,PROD_000047,SELL_000030,2024-01-05,271.61,42.01
ORD_000118,5,PROD_000158,SELL_000040,2024-05-15,94.09,31.43
ORD_000119,1,PROD_000016,SELL_000014,2024-12-23,299.77,35.91
ORD_000119,2,PROD_000341,SELL_000016,2024-02-15,340.54,15.68
ORD_000120,1,PROD_000155,SELL_000044,2024-11-24,304.74,5.87
ORD_000120,2,PROD_000145,SELL_000023,2024-10-17,309.14,23.83
ORD_000120,3,PROD_000014,SELL_000025,2024-11-03,98.02,32.76
ORD_000121,1,PROD_000225,SELL_000013,2024-01-03,190.25,49.83
ORD_000121,2,PROD_000272,SELL_000011,2024-05-20,123.68,46.06
ORD_000121,3,PROD_000381,SELL_000050,2024-05-23,332.76,16.04
ORD_000121,4,PROD_000028,SELL_000045,2024-03-17,393.58,36.22
ORD_000121,5,PROD_000421,SELL_000048,2024-02-09,238.3,29.24
ORD_000122,1,PROD_000242,SELL_000033,2024-01-04,199.32,21.96
ORD_000122,2,PROD_000329,SELL_000018,2024-12-06,118.68,10.13
ORD_000122,3,PROD_000453,SELL_000042,2024-09-28,294.15,39.0
ORD_000122,4,PROD_000463,SELL_000004,2024-02-23,196.01,43.29
ORD_000123,1,PROD_000472,SELL_000047,2024-12-03,79.54,43.25
ORD_000123,2,PROD_000262,SELL_000006,2024-06-18,10.72,47.28
ORD_000123,3,PROD_000397,SELL_000003,2024-02-29,243.22,47.16
ORD_000123,4,PROD_000080,SELL_000027,2024-11-19,156.19,25.08
ORD_000123,5,PROD_000025,SELL_000014,2024-01-17,261.46,29.27
ORD_000124,1,PROD_000328,SELL_000005,2024-08-21,88.07,11.76
