customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST_000061,CUST_000061,16006,Fortaleza,SC
CUST_000062,CUST_000062,96673,Santos,MG
CUST_000063,CUST_000063,39871,Caucaia,PE
CUST_000064,CUST_000064,47930,Florianopolis,CE
CUST_000065,CUST_000065,20458,Niteroi,MG
CUST_000066,CUST_000066,40512,Porto Alegre,CE
CUST_000067,CUST_000067,23238,Petropolis,MG
CUST_000068,CUST_000068,59823,Olinda,PE
CUST_000069,CUST_000069,46434,Rio de Janeiro,PR
CUST_000070,CUST_000070,69429,Contagem,MG
CUST_000071,CUST_000071,93320,Olinda,MG
CUST_000072,CUST_000072,57819,Maringa,BA
CUST_000073,CUST_000073,31319,Fortaleza,PE
CUST_000074,CUST_000074,58520,Maringa,GO
CUST_000075,CUST_000075,56566,Blumenau,SP
CUST_000076,CUST_000076,37460,Recife,BA
CUST_000077,CUST_000077,97841,Recife,SP
CUST_000078,CUST_000078,44993,Porto Alegre,PE
CUST_000079,CUST_000079,99593,Olinda,MG
CUST_000080,CUST_000080,94939,Fortaleza,RS
CUST_000081,CUST_000081,19358,Belo Horizonte,SC
CUST_000082,CUST_000082,89840,Florianopolis,CE
CUST_000083,CUST_000083,93227,Porto Alegre,CE
CUST_000084,CUST_000084,32431,Aparecida de Goiania,PE
CUST_000085,CUST_000085,80010,Fortaleza,SC
CUST_000086,CUST_000086,42087,Contagem,PE
CUST_000087,CUST_000087,31417,Niteroi,SC
CUST_000088,CUST_000088,70589,Maringa,PE
CUST_000089,CUST_000089,59735,Blumenau,PE
CUST_000090,CUST_000090,45382,Salvador,MG
CUST_000091,CUST_000091,93886,Caucaia,RJ
CUST_000092,CUST_000092,83000,Maringa,GO
CUST_000093,CUST_000093,38785,Santos,SP
CUST_000094,CUST_000094,99733,Maringa,RS
CUST_000095,CUST_000095,52504,Londrina,PR
CUST_000096,CUST_000096,17331,Aparecida de Goiania,SP
CUST_000097,CUST_000097,40021,Goiania,PR
CUST_000098,CUST_000098,14207,Olinda,RS
CUST_000099,CUST_000099,51347,Uberlandia,CE
CUST_000100,CUST_000100,62581,Olinda,PR
CUST_000101,CUST_000101,45093,Fortaleza,MG
CUST_000102,CUST_000102,18675,Recife,PE
CUST_000103,CUST_000103,37653,Salvador,GO
CUST_000104,CUST_000104,84341,Feira de Santana,PE
CUST_000105,CUST_000105,51245,Caucaia,CE
CUST_000106,CUST_000106,37869,Caucaia,CE
CUST_000107,CUST_000107,95909,Joinville,RJ
CUST_000108,CUST_000108,75435,Recife,GO
CUST_000109,CUST_000109,61856,Feira de Santana,RJ
CUST_000110,CUST_000110,94259,Pelotas,PR
CUST_000111,CUST_000111,70142,Porto Alegre,CE
CUST_000112,CUST_000112,28726,Aparecida de Goiania,BA
CUST_000113,CUST_000113,44718,Blumenau,CE
CUST_000114,CUST_000114,28301,Caxias do Sul,SP
CUST_000115,CUST_000115,42325,Blumenau,PE
CUST_000116,CUST_000116,83579,Santos,CE
CUST_000117,CUST_000117,80644,Feira de Santana,RS
CUST_000118,CUST_000118,44438,Recife,SC
CUST_000119,CUST_000119,86622,Joinville,RJ
CUST_000120,CUST_000120,66155,Blumenau,RS
CUST_000121,CUST_000121,86484,Contagem,PR
CUST_000122,CUST_000122,62350,Recife,SP
CUST_000123,CUST_000123,57447,Santos,PE
CUST_000124,CUST_000124,38746,Belo Horizonte,PR
CUST_000125,CUST_000125,28131,Caucaia,BA
CUST_000126,CUST_000126,76784,Goiania,RJ
CUST_000127,CUST_000127,74686,Feira de Santana,PE
CUST_000128,CUST_000128,21915,Niteroi,RJ
CUST_000129,CUST_000129,16175,Recife,RS
CUST_000130,CUST_000130,24371,Rio de Janeiro,RS
CUST_000131,CUST_000131,30033,Fortaleza,GO
CUST_000132,CUST_000132,92240,Recife,BA
CUST_000133,CUST_000133,30969,Santos,GO
CUST_000134,CUST_000134,99192,Uberlandia,SC
CUST_000135,CUST_000135,65333,Blumenau,MG
CUST_000136,CUST_000136,88172,Uberlandia,GO
CUST_000137,CUST_000137,18326,Rio de Janeiro,MG
CUST_000138,CUST_000138,60432,Recife,RS
CUST_000139,CUST_000139,60019,Londrina,RS
CUST_000140,CUST_000140,88104,Feira de Santana,SP
CUST_000141,CUST_000141,71348,Goiania,GO
CUST_000142,CUST_000142,79352,Florianopolis,BA
CUST_000143,CUST_000143,42953,Niteroi,CE
CUST_000144,CUST_000144,82512,Feira de Santana,PR
CUST_000145,CUST_000145,11504,Caucaia,GO
CUST_000146,CUST_000146,99166,Joinville,CE
CUST_000147,CUST_000147,25014,Feira de Santana,MG
CUST_000148,CUST_000148,99353,Recife,BA
CUST_000149,CUST_000149,80381,Fortaleza,PR
CUST_000150,CUST_000150,44973,Sorocaba,PR
CUST_000151,CUST_000151,94012,Aparecida de Goiania,GO
CUST_000152,CUST_000152,54587,Rio de Janeiro,PR
CUST_000153,CUST_000153,24621,Porto Alegre,CE
CUST_000154,CUST_000154,48469,Maringa,RJ
CUST_000155,CUST_000155,66985,Caxias do Sul,MG
CUST_000156,CUST_000156,30730,Rio de Janeiro,SC
CUST_000157,CUST_000157,69470,Florianopolis,SP
CUST_000158,CUST_000158,10425,Niteroi,PR
CUST_000159,CUST_000159,44522,Niteroi,MG
CUST_000160,CUST_000160,75612,Olinda,MG
CUST_000161,CUST_000161,33416,Uberlandia,RS
CUST_000162,CUST_000162,76542,Maringa,MG
CUST_000163,CUST_000163,23947,Sao Paulo,BA
CUST_000164,CUST_000164,91959,Sao Paulo,RS
CUST_000165,CUST_000165,49117,Feira de Santana,SC
CUST_000166,CUST_000166,93748,Campinas,PE
CUST_000167,CUST_000167,76540,Londrina,MG
CUST_000168,CUST_000168,89818,Feira de Santana,GO
CUST_000169,CUST_000169,36071,Feira de Santana,PR
CUST_000170,CUST_000170,30032,Joinville,SC
CUST_000171,CUST_000171,59009,Belo Horizonte,SC
CUST_000172,CUST_000172,31174,Caxias do Sul,PE
CUST_000173,CUST_000173,80697,Fortaleza,RJ
CUST_000174,CUST_000174,79514,Blumenau,RJ
CUST_000175,CUST_000175,10074,Goiania,SC
CUST_000176,CUST_000176,88504,Uberlandia,CE
CUST_000177,CUST_000177,52487,Contagem,PR
CUST_000178,CUST_000178,74042,Uberlandia,BA
CUST_000179,CUST_000179,12552,Rio de Janeiro,PE
CUST_000180,CUST_000180,24662,Aparecida de Goiania,PE
CUST_000181,CUST_000181,57576,Blumenau,BA
CUST_000182,CUST_000182,50306,Aparecida de Goiania,GO
CUST_000183,CUST_000183,41385,Pelotas,SP
CUST_000184,CUST_000184,17592,Olinda,RJ
CUST_000185,CUST_000185,41571,Goiania,PE
CUST_000186,CUST_000186,84364,Belo Horizonte,BA
CUST_000187,CUST_000187,20322,Porto Alegre,RJ
CUST_000188,CUST_000188,21226,Olinda,CE
CUST_000189,CUST_000189,73699,Londrina,SC
CUST_000190,CUST_000190,19071,Olinda,RS
CUST_000191,CUST_000191,79822,Maringa,SC
CUST_000192,CUST_000192,26483,Santos,RS
CUST_000193,CUST_000193,26828,Recife,PE
CUST_000194,CUST_000194,96474,Curitiba,PR
CUST_000195,CUST_000195,72296,Caucaia,BA
CUST_000196,CUST_000196,82063,Contagem,PR
CUST_000197,CUST_000197,31643,Rio de Janeiro,BA
CUST_000198,CUST_000198,44741,Recife,CE
CUST_000199,CUST_000199,79163,Salvador,GO
CUST_000200,CUST_000200,89507,Goiania,MG
CUST_000201,CUST_000201,65461,Maringa,GO
CUST_000202,CUST_000202,37760,Joinville,PE
CUST_000203,CUST_000203,80686,Londrina,BA
CUST_000204,CUST_000204,36365,Olinda,SP
CUST_000205,CUST_000205,50857,Curitiba,SP
CUST_000206,CUST_000206,62296,Pelotas,RJ
CUST_000207,CUST_000207,98039,Blumenau,PE
CUST_000208,CUST_000208,95180,Recife,SP
CUST_000209,CUST_000209,58944,Niteroi,RJ
CUST_000210,CUST_000210,67422,Pelotas,MG
CUST_000211,CUST_000211,77839,Joinville,PE
CUST_000212,CUST_000212,69177,Goiania,PE
CUST_000213,CUST_000213,25860,Feira de Santana,SP
CUST_000214,CUST_000214,42493,Aparecida de Goiania,SC
CUST_000215,CUST_000215,39451,Maringa,RS
CUST_000216,CUST_000216,18392,Londrina,MG
CUST_000217,CUST_000217,54313,Sorocaba,PR
CUST_000218,CUST_000218,12757,Blumenau,MG
CUST_000219,CUST_000219,87110,Maringa,PR
CUST_000220,CUST_000220,82603,Santos,RJ
CUST_000221,CUST_000221,40161,Aparecida de Goiania,BA
CUST_000222,CUST_000222,87128,Sao Paulo,PR
CUST_000223,CUST_000223,38864,Aparecida de Goiania,RJ
CUST_000224,CUST_000224,10942,Olinda,BA
CUST_000225,CUST_000225,19305,Maringa,MG
CUST_000226,CUST_000226,92719,Porto Alegre,SP
CUST_000227,CUST_000227,17716,Aparecida de Goiania,SC
CUST_000228,CUST_000228,40007,Feira de Santana,PR
CUST_000229,CUST_000229,18834,Pelotas,RS
CUST_000230,CUST_000230,14117,Pelotas,SC
CUST_000231,CUST_000231,53309,Goiania,RJ
CUST_000232,CUST_000232,19287,Maringa,RJ
CUST_000233,CUST_000233,77391,Uberlandia,SP
CUST_000234,CUST_000234,41195,Niteroi,RS
CUST_000235,CUST_000235,46500,Campinas,PE
CUST_000236,CUST_000236,97684,Maringa,RJ
CUST_000237,CUST_000237,73624,Recife,MG
CUST_000238,CUST_000238,38080,Sorocaba,GO
CUST_000239,CUST_000239,80678,Goiania,RS
CUST_000240,CUST_000240,27342,Feira de Santana,CE
CUST_000241,CUST_000241,84847,Belo Horizonte,PE
CUST_000242,CUST_000242,85525,Petropolis,SP
CUST_000243,CUST_000243,71953,Curitiba,SP
CUST_000244,CUST_000244,41850,Salvador,BA
CUST_000245,CUST_000245,71993,Blumenau,RJ
CUST_000246,CUST_000246,63354,Contagem,SC
CUST_000247,CUST_000247,34957,Porto Alegre,MG
CUST_000248,CUST_000248,22363,Belo Horizonte,PE
CUST_000249,CUST_000249,22704,Fortaleza,RJ
CUST_000250,CUST_000250,96374,Feira de Santana,RS
CUST_000251,CUST_000251,66498,Caucaia,SC
CUST_000252,CUST_000252,56438,Caucaia,RJ
CUST_000253,CUST_000253,65519,Curitiba,RJ
CUST_000254,CUST_000254,63883,Uberlandia,RJ
CUST_000255,CUST_000255,71213,Maringa,BA
CUST_000256,CUST_000256,17100,Recife,BA
CUST_000257,CUST_000257,98259,Londrina,PR
CUST_000258,CUST_000258,95649,Feira de Santana,MG
CUST_000259,CUST_000259,94696,Petropolis,SC
CUST_000260,CUST_000260,22899,Recife,MG
CUST_000261,CUST_000261,17944,Petropolis,MG
CUST_000262,CUST_000262,62772,Belo Horizonte,RJ
CUST_000263,CUST_000263,54473,Pelotas,CE
CUST_000264,CUST_000264,24322,Florianopolis,GO
CUST_000265,CUST_000265,42591,Caucaia,SP
CUST_000266,CUST_000266,35112,Feira de Santana,GO
CUST_000267,CUST_000267,34931,Petropolis,MG
CUST_000268,CUST_000268,80292,Joinville,PE
CUST_000269,CUST_000269,68800,Santos,BA
CUST_000270,CUST_000270,28373,Curitiba,RS
CUST_000271,CUST_000271,65296,Caucaia,MG
CUST_000272,CUST_000272,34050,Petropolis,SC
CUST_000273,CUST_000273,46509,Olinda,GO
CUST_000274,CUST_000274,70637,Feira de Santana,PE
CUST_000275,CUST_000275,42742,Maringa,RS
CUST_000276,CUST_000276,19880,Aparecida de Goiania,RJ
CUST_000277,CUST_000277,68082,Blumenau,RJ
CUST_000278,CUST_000278,82132,Feira de Santana,MG
CUST_000279,CUST_000279,22833,Rio de Janeiro,RJ
CUST_000280,CUST_000280,16630,Porto Alegre,GO
CUST_000281,CUST_000281,95477,Olinda,SC
CUST_000282,CUST_000282,80855,Santos,BA
CUST_000283,CUST_000283,11934,Goiania,SC
CUST_000284,CUST_000284,22224,Caucaia,BA
CUST_000285,CUST_000285,40982,Feira de Santana,MG
CUST_000286,CUST_000286,31798,Goiania,RS
CUST_000287,CUST_000287,63269,Pelotas,PR
CUST_000288,CUST_000288,73653,Petropolis,RJ
CUST_000289,CUST_000289,73092,Olinda,RS
CUST_000290,CUST_000290,38016,Londrina,CE
CUST_000291,CUST_000291,62565,Joinville,GO
CUST_000292,CUST_000292,17685,Niteroi,GO
CUST_000293,CUST_000293,31579,Contagem,GO
CUST_000294,CUST_000294,59672,Santos,PR
CUST_000295,CUST_000295,10282,Santos,SP
CUST_000296,CUST_000296,61173,Curitiba,PR
CUST_000297,CUST_000297,44760,Olinda,RS
CUST_000298,CUST_000298,69638,Niteroi,CE
CUST_000299,CUST_000299,47388,Niteroi,GO
CUST_000300,CUST_000300,65444,Porto Alegre,CE
CUST_000301,CUST_000301,82845,Caucaia,RS
CUST_000302,CUST_000302,96752,Belo Horizonte,SC
CUST_000303,CUST_000303,73788,Joinville,PR
CUST_000304,CUST_000304,30289,Recife,SP
CUST_000305,CUST_000305,34890,Feira de Santana,RS
CUST_000306,CUST_000306,48890,Caucaia,PE
CUST_000307,CUST_000307,38534,Blumenau,SC
CUST_000308,CUST_000308,17665,Aparecida de Goiania,RJ
CUST_000309,CUST_000309,85914,Contagem,RS
CUST_000310,CUST_000310,81066,Joinville,PE
CUST_000311,CUST_000311,17989,Rio de Janeiro,GO
CUST_000312,CUST_000312,51104,Recife,RJ
CUST_000313,CUST_000313,17492,Aparecida de Goiania,CE
CUST_000314,CUST_000314,16572,Blumenau,SP
CUST_000315,CUST_000315,86569,Maringa,BA
CUST_000316,CUST_000316,72493,Santos,BA
CUST_000317,CUST_000317,75909,Salvador,MG
CUST_000318,CUST_000318,79615,Porto Alegre,SC
CUST_000319,CUST_000319,30635,Recife,GO
CUST_000320,CUST_000320,17455,Recife,SC
CUST_000321,CUST_000321,76562,Porto Alegre,BA
CUST_000322,CUST_000322,20500,Salvador,CE
CUST_000323,CUST_000323,34356,Petropolis,MG
CUST_000324,CUST_000324,18981,Salvador,PE
CUST_000325,CUST_000325,87992,Fortaleza,RJ
CUST_000326,CUST_000326,18907,Salvador,SP
CUST_000327,CUST_000327,98501,Sorocaba,GO
CUST_000328,CUST_000328,40828,Joinville,RJ
CUST_000329,CUST_000329,62923,Maringa,SP
CUST_000330,CUST_000330,25713,Caxias do Sul,PR
CUST_000331,CUST_000331,84668,Rio de Janeiro,RS
CUST_000332,CUST_000332,42271,Recife,SP
CUST_000333,CUST_000333,85880,Rio de Janeiro,SP
CUST_000334,CUST_000334,87924,Pelotas,SC
CUST_000335,CUST_000335,15209,Goiania,CE
CUST_000336,CUST_000336,91183,Sorocaba,PR
CUST_000337,CUST_000337,20745,Sorocaba,CE
CUST_000338,CUST_000338,64948,Feira de Santana,SC
CUST_000339,CUST_000339,96163,Pelotas,SC
CUST_000340,CUST_000340,86503,Belo Horizonte,SC
CUST_000341,CUST_000341,84085,Aparecida de Goiania,RJ
CUST_000342,CUST_000342,78522,Caxias do Sul,CE
CUST_000343,CUST_000343,51467,Niteroi,CE
CUST_000344,CUST_000344,44179,Fortaleza,GO
CUST_000345,CUST_000345,36772,Porto Alegre,MG
CUST_000346,CUST_000346,97782,Goiania,PR
CUST_000347,CUST_000347,51180,Pelotas,RJ
CUST_000348,CUST_000348,41285,Pelotas,PR
CUST_000349,CUST_000349,44814,Salvador,RJ
CUST_000350,CUST_000350,61876,Belo Horizonte,CE
CUST_000351,CUST_000351,27154,Aparecida de Goiania,RS
CUST_000352,CUST_000352,98039,Campinas,MG
CUST_000353,CUST_000353,94607,Curitiba,CE
CUST_000354,CUST_000354,49321,Uberlandia,BA
CUST_000355,CUST_000355,69929,Uberlandia,SC
CUST_000356,CUST_000356,51441,Fortaleza,GO
CUST_000357,CUST_000357,19508,Maringa,RJ
CUST_000358,CUST_000358,11220,Uberlandia,PR
CUST_000359,CUST_000359,70068,Rio de Janeiro,SC
CUST_000360,CUST_000360,91416,Sao Paulo,RS
CUST_000361,CUST_000361,83792,Uberlandia,SP
CUST_000362,CUST_000362,23104,Sao Paulo,RS
CUST_000363,CUST_000363,19602,Feira de Santana,RJ
CUST_000364,CUST_000364,80468,Caxias do Sul,SC
CUST_000365,CUST_000365,37938,Aparecida de Goiania,RJ
CUST_000366,CUST_000366,76307,Feira de Santana,PE
CUST_000367,CUST_000367,44760,Campinas,GO
CUST_000368,CUST_000368,27361,Contagem,GO
CUST_000369,CUST_000369,55745,Londrina,SP
CUST_000370,CUST_000370,19016,Santos,PR
CUST_000371,CUST_000371,42018,Belo Horizonte,MG
CUST_000372,CUST_000372,58434,Florianopolis,RJ
CUST_000373,CUST_000373,47353,Caucaia,SP
CUST_000374,CUST_000374,30676,Rio de Janeiro,MG
CUST_000375,CUST_000375,67433,Petropolis,SP
CUST_000376,CUST_000376,81200,Olinda,MG
CUST_000377,CUST_000377,49651,Olinda,PE
CUST_000378,CUST_000378,90173,Salvador,BA
CUST_000379,CUST_000379,95717,Fortaleza,CE
CUST_000380,CUST_000380,79329,Aparecida de Goiania,CE
CUST_000381,CUST_000381,11025,Niteroi,PR
CUST_000382,CUST_000382,97538,Recife,MG
CUST_000383,CUST_000383,82692,Fortaleza,BA
CUST_000384,CUST_000384,49240,Pelotas,MG
CUST_000385,CUST_000385,96951,Aparecida de Goiania,PR
CUST_000386,CUST_000386,23577,Sorocaba,RJ
CUST_000387,CUST_000387,27601,Caucaia,SP
CUST_000388,CUST_000388,44664,Curitiba,BA
CUST_000389,CUST_000389,25129,Olinda,SC
CUST_000390,CUST_000390,24029,Sao Paulo,PR
CUST_000391,CUST_000391,82512,Campinas,CE
CUST_000392,CUST_000392,30374,Recife,RJ
CUST_000393,CUST_000393,45697,Joinville,PR
CUST_000394,CUST_000394,46930,Joinville,GO
CUST_000395,CUST_000395,89276,Rio de Janeiro,RJ
CUST_000396,CUST_000396,37607,Recife,PE
CUST_000397,CUST_000397,54942,Olinda,PE
CUST_000398,CUST_000398,36685,Niteroi,CE
CUST_000399,CUST_000399,93130,Rio de Janeiro,BA
CUST_000400,CUST_000400,44600,Feira de Santana,SP
CUST_000401,CUST_000401,76244,Aparecida de Goiania,PE
CUST_000402,CUST_000402,74032,Uberlandia,GO
CUST_000403,CUST_000403,42914,Niteroi,MG
CUST_000404,CUST_000404,16658,Contagem,BA
CUST_000405,CUST_000405,22097,Maringa,MG
CUST_000406,CUST_000406,93136,Goiania,PR
CUST_000407,CUST_000407,65518,Aparecida de Goiania,RJ
CUST_000408,CUST_000408,46265,Caucaia,GO
CUST_000409,CUST_000409,15778,Salvador,RJ
CUST_000410,CUST_000410,10464,Florianopolis,RS
CUST_000411,CUST_000411,53719,Goiania,CE
CUST_000412,CUST_000412,27146,Caucaia,SP
CUST_000413,CUST_000413,93507,Londrina,SP
CUST_000414,CUST_000414,44335,Recife,SP
CUST_000415,CUST_000415,31178,Caucaia,RS
CUST_000416,CUST_000416,67912,Aparecida de Goiania,SP
CUST_000417,CUST_000417,82309,Blumenau,PE
CUST_000418,CUST_000418,66057,Rio de Janeiro,BA
CUST_000419,CUST_000419,83519,Petropolis,SC
CUST_000420,CUST_000420,11267,Caucaia,MG
CUST_000421,CUST_000421,24663,Caxias do Sul,MG
CUST_000422,CUST_000422,19862,Blumenau,SP
CUST_000423,CUST_000423,29536,Recife,CE
CUST_000424,CUST_000424,81511,Porto Alegre,SC
CUST_000425,CUST_000425,14722,Florianopolis,RS
CUST_000426,CUST_000426,58393,Feira de Santana,BA
CUST_000427,CUST_000427,86350,Recife,RS
CUST_000428,CUST_000428,82420,Joinville,SC
CUST_000429,CUST_000429,29410,Blumenau,BA
CUST_000430,CUST_000430,66333,Petropolis,PR
CUST_000431,CUST_000431,26704,Feira de Santana,RJ
CUST_000432,CUST_000432,15482,Joinville,GO
CUST_000433,CUST_000433,50404,Feira de Santana,BA
CUST_000434,CUST_000434,57795,Maringa,RJ
CUST_000435,CUST_000435,15229,Salvador,CE
CUST_000436,CUST_000436,56898,Belo Horizonte,SP
CUST_000437,CUST_000437,37535,Recife,MG
CUST_000438,CUST_000438,99399,Petropolis,RS
CUST_000439,CUST_000439,42706,Niteroi,CE
CUST_000440,CUST_000440,97416,Petropolis,SP
CUST_000441,CUST_000441,23473,Petropolis,SC
CUST_000442,CUST_000442,56357,Joinville,RJ
CUST_000443,CUST_000443,83385,Rio de Janeiro,PE
CUST_000444,CUST_000444,63264,Salvador,PR
CUST_000445,CUST_000445,91351,Belo Horizonte,PR
CUST_000446,CUST_000446,30257,Fortaleza,BA
CUST_000447,CUST_000447,41029,Campinas,RJ
CUST_000448,CUST_000448,31299,Goiania,CE
CUST_000449,CUST_000449,33206,Caucaia,PE
CUST_000450,CUST_000450,64040,Caucaia,SP
CUST_000451,CUST_000451,13248,Salvador,BA
CUST_000452,CUST_000452,33509,Petropolis,RS
CUST_000453,CUST_000453,53540,Florianopolis,PR
CUST_000454,CUST_000454,63964,Feira de Santana,GO
CUST_000455,CUST_000455,97806,Florianopolis,PR
CUST_000456,CUST_000456,42527,Sorocaba,GO
CUST_000457,CUST_000457,44970,Curitiba,RS
CUST_000458,CUST_000458,30866,Aparecida de Goiania,PE
CUST_000459,CUST_000459,24168,Curitiba,BA
CUST_000460,CUST_000460,60140,Feira de Santana,GO
CUST_000461,CUST_000461,15075,Niteroi,PE
CUST_000462,CUST_000462,71694,Goiania,RS
CUST_000463,CUST_000463,39154,Caucaia,CE
CUST_000464,CUST_000464,36158,Pelotas,RS
CUST_000465,CUST_000465,70332,Uberlandia,MG
CUST_000466,CUST_000466,55830,Recife,SP
CUST_000467,CUST_000467,50001,Caxias do Sul,SC
CUST_000468,CUST_000468,39831,Niteroi,SP
CUST_000469,CUST_000469,39219,Salvador,RS
CUST_000470,CUST_000470,13101,Fortaleza,CE
CUST_000471,CUST_000471,96511,Salvador,BA
CUST_000472,CUST_000472,35313,Rio de Janeiro,SP
CUST_000473,CUST_000473,62227,Londrina,BA
CUST_000474,CUST_000474,53025,Aparecida de Goiania,SP
CUST_000475,CUST_000475,46517,Pelotas,SC
CUST_000476,CUST_000476,19099,Florianopolis,PR
CUST_000477,CUST_000477,46585,Fortaleza,RJ
CUST_000478,CUST_000478,56025,Goiania,RS
CUST_000479,CUST_000479,94080,Aparecida de Goiania,CE
CUST_000480,CUST_000480,76768,Fortaleza,RS
CUST_000481,CUST_000481,62386,Santos,SC
CUST_000482,CUST_000482,99065,Aparecida de Goiania,PE
CUST_000483,CUST_000483,80282,Curitiba,SP
CUST_000484,CUST_000484,53404,Campinas,MG
CUST_000485,CUST_000485,13617,Contagem,PR
CUST_000486,CUST_000486,25118,Maringa,RJ
CUST_000487,CUST_000487,44237,Maringa,SP
CUST_000488,CUST_000488,33405,Feira de Santana,RS
CUST_000489,CUST_000489,86099,Feira de Santana,CE
CUST_000490,CUST_000490,44795,Sorocaba,SC
CUST_000491,CUST_000491,15014,Uberlandia,BA
CUST_000492,CUST_000492,24208,Uberlandia,PE
CUST_000493,CUST_000493,88193,Aparecida de Goiania,RJ
CUST_000494,CUST_000494,66959,Florianopolis,GO
CUST_000495,CUST_000495,55309,Petropolis,RJ
CUST_000496,CUST_000496,51114,Contagem,CE
CUST_000497,CUST_000497,67199,Campinas,MG
CUST_000498,CUST_000498,89457,Petropolis,SC
CUST_000499,CUST_000499,77033,Caucaia,RJ
CUST_000500,CUST_000500,25157,Porto Alegre,GO
CUST_000501,CUST_000501,60488,Florianopolis,GO
CUST_000502,CUST_000502,85574,Blumenau,SP
CUST_000503,CUST_000503,34914,Olinda,SC
CUST_000504,CUST_000504,43386,Salvador,MG
CUST_000505,CUST_000505,15817,Contagem,RS
CUST_000506,CUST_000506,67154,Salvador,PR
CUST_000507,CUST_000507,10221,Curitiba,PR
CUST_000508,CUST_000508,78146,Salvador,BA
CUST_000509,CUST_000509,80575,Aparecida de Goiania,SC
CUST_000510,CUST_000510,97900,Aparecida de Goiania,BA
CUST_000511,CUST_000511,35825,Petropolis,BA
CUST_000512,CUST_000512,57739,Sorocaba,PE
CUST_000513,CUST_000513,66531,Contagem,PR
CUST_000514,CUST_000514,19171,Uberlandia,RS
CUST_000515,CUST_000515,97062,Goiania,RJ
CUST_000516,CUST_000516,53279,Campinas,RS
CUST_000517,CUST_000517,91678,Niteroi,MG
CUST_000518,CUST_000518,51145,Londrina,GO
CUST_000519,CUST_000519,96951,Recife,RJ
CUST_000520,CUST_000520,26334,Joinville,MG
CUST_000521,CUST_000521,49363,Recife,RJ
CUST_000522,CUST_000522,76469,Goiania,MG
CUST_000523,CUST_000523,50538,Recife,PE
CUST_000524,CUST_000524,97410,Blumenau,PE
